,Unnamed: 0,0,1,2,3,4,5,6,7,8,Smis
DP-052,52,73.1,37.53888888888889,15.125,35.06111111111111,98.55555555555556,7.462222222222222,16.241666666666667,8.508333333333333,2.227777777777778,156.255
DP-053,53,56.833333333333336,40.138888888888886,23.65833333333333,34.794444444444444,83.88888888888889,2.822222222222222,13.690555555555555,7.663888888888889,1.0722222222222222,572.119
DP-054,54,62.36666666666667,40.73888888888889,16.358333333333334,35.40555555555556,95.22222222222224,2.137777777777778,15.806111111111113,5.375,5.472222222222223,932.094
DP-055,55,66.23333333333333,43.20555555555556,18.225,37.79444444444445,85.62222222222222,9.355555555555556,10.960555555555556,8.191666666666666,7.4944444444444445,37.5585
DP-056,56,66.72222222222223,35.83888888888889,19.558333333333334,30.616666666666667,79.62222222222222,9.746666666666666,12.298333333333334,9.691666666666666,7.016666666666667,34.2238
DP-057,57,68.94444444444444,44.11666666666667,24.441666666666663,37.00555555555556,85.97777777777777,8.297777777777778,13.348333333333333,9.363888888888887,4.772222222222222,44.5585
DP-058,58,71.43333333333334,41.86111111111112,27.708333333333336,32.227777777777774,93.88888888888889,6.173333333333334,13.59722222222222,8.230555555555554,4.316666666666666,132.398
DP-059,59,74.65555555555555,38.31666666666666,15.841666666666669,32.12777777777778,91.04444444444444,8.68888888888889,12.17388888888889,8.68611111111111,6.683333333333334,93.1549
DP-060,60,58.3,40.03888888888889,27.175,30.70555555555556,88.37777777777778,2.937777777777778,12.516111111111112,8.125,4.161111111111111,671.896
DP-061,61,67.5,39.605555555555554,19.225,38.07222222222222,74.86666666666667,4.306666666666667,16.412777777777777,6.219444444444444,9.761111111111113,113.546
DP-062,62,60.52222222222223,41.894444444444446,22.925,30.83888888888889,84.06666666666666,4.04,16.88722222222222,6.508333333333333,0.8722222222222222,143.1
DP-063,63,69.03333333333333,41.12777777777778,21.941666666666663,37.71666666666667,75.53333333333333,6.271111111111111,11.808333333333334,6.458333333333333,1.8833333333333333,72.0258
DP-064,64,74.1,37.61666666666667,17.208333333333332,35.172222222222224,95.88888888888889,2.493333333333333,14.126111111111111,7.669444444444444,9.783333333333331,1964.9
DP-065,65,64.76666666666667,36.77222222222223,18.141666666666666,32.97222222222222,70.77777777777777,5.791111111111111,12.671666666666669,5.347222222222222,2.0388888888888888,57.3024
DP-066,66,61.3,41.30555555555556,19.941666666666663,31.683333333333334,74.55555555555556,3.3466666666666667,13.885,7.602777777777778,6.372222222222223,159.651
DP-067,67,64.23333333333333,38.138888888888886,17.108333333333334,30.383333333333333,102.51111111111112,4.795555555555556,14.483888888888888,5.441666666666666,8.127777777777778,196.675
DP-068,68,58.9,39.71666666666667,25.325000000000003,32.19444444444444,93.4,8.342222222222222,16.101666666666667,6.919444444444444,3.961111111111111,33.3417
DP-069,69,58.94444444444444,39.90555555555555,21.491666666666667,33.00555555555555,90.02222222222223,7.1866666666666665,11.147222222222222,6.058333333333334,5.727777777777778,43.668
DP-070,70,73.65555555555555,44.91666666666667,15.708333333333334,36.46111111111111,97.75555555555556,5.586666666666667,15.168333333333331,8.31388888888889,7.427777777777777,365.579
DP-071,71,65.34444444444445,42.38333333333333,17.191666666666666,30.17222222222222,82.95555555555555,5.026666666666666,16.202777777777776,9.230555555555554,5.15,100.506
DP-072,72,61.21111111111111,39.083333333333336,26.241666666666667,36.40555555555555,99.66666666666669,4.315555555555555,15.448333333333334,5.991666666666667,9.47222222222222,230.257
DP-073,73,63.61111111111112,44.37222222222222,26.525,35.53888888888889,103.57777777777778,2.768888888888889,15.658333333333331,9.791666666666666,1.5944444444444446,1250.57
DP-074,74,60.61111111111112,40.18333333333334,16.025,37.40555555555556,88.91111111111111,2.76,11.077222222222222,6.125,1.8277777777777773,455.869
DP-075,75,59.96666666666667,38.86111111111112,22.15833333333333,37.46111111111111,104.46666666666668,9.524444444444445,10.766111111111112,5.097222222222222,6.627777777777778,41.0625
DP-076,76,55.077777777777776,37.327777777777776,15.325,39.138888888888886,109.04444444444444,4.964444444444444,14.367222222222225,8.569444444444445,9.094444444444443,155.198
DP-077,77,71.85555555555555,37.87222222222222,18.925,39.17222222222222,89.71111111111111,6.102222222222222,11.388333333333334,5.008333333333334,3.4722222222222223,140.312
DP-078,78,63.27777777777778,44.827777777777776,20.10833333333333,34.92777777777778,80.77777777777777,2.6533333333333333,13.356111111111112,9.808333333333334,4.461111111111111,477.397
DP-079,79,58.67777777777778,36.57222222222222,29.725,34.50555555555556,81.31111111111112,7.231111111111112,14.655,6.325,2.35,30.8328
DP-080,80,68.52222222222223,39.15,29.10833333333333,32.11666666666667,92.51111111111112,6.235555555555555,13.07611111111111,8.291666666666666,0.2944444444444444,132.072
DP-081,81,66.65555555555555,39.516666666666666,27.65833333333333,37.33888888888889,100.15555555555557,3.2844444444444445,13.558333333333334,8.908333333333333,9.238888888888887,1609.62
DP-082,82,61.12222222222222,35.61666666666667,18.525,30.738888888888887,99.17777777777778,8.964444444444444,11.442777777777778,9.569444444444445,4.227777777777778,47.7899
DP-083,83,69.16666666666666,43.09444444444445,21.10833333333333,39.65,91.53333333333332,4.6177777777777775,12.733888888888888,5.763888888888889,1.4166666666666663,169.394
DP-084,84,67.61111111111111,38.68333333333333,18.975,33.49444444444445,72.95555555555555,3.231111111111111,14.577222222222222,5.352777777777778,8.772222222222222,300.697
DP-085,85,70.74444444444444,38.98333333333333,18.35833333333333,31.227777777777774,97.04444444444444,8.377777777777778,12.881666666666666,8.475000000000001,5.527777777777779,78.5844
DP-086,86,68.63333333333333,42.42777777777778,17.725,37.50555555555555,104.06666666666666,5.48,15.34722222222222,8.880555555555556,5.572222222222223,189.441
DP-087,87,67.87777777777778,42.516666666666666,24.90833333333333,38.59444444444445,107.84444444444443,7.924444444444445,12.765,6.441666666666666,3.572222222222222,92.7567
DP-088,88,66.27777777777777,43.894444444444446,26.60833333333333,32.605555555555554,90.15555555555557,2.0044444444444443,14.507222222222222,7.558333333333334,4.794444444444444,1.30023
DP-089,89,64.1,36.394444444444446,23.15833333333333,32.28333333333333,72.11111111111111,2.831111111111112,13.161666666666669,8.963888888888889,7.461111111111112,659.42
DP-090,90,69.38888888888889,39.19444444444444,28.90833333333333,38.68333333333334,101.17777777777778,5.355555555555555,11.551666666666666,6.769444444444445,5.305555555555555,305.497
DP-091,91,73.74444444444444,43.47222222222222,18.15833333333333,36.49444444444445,82.42222222222222,8.155555555555555,12.018333333333334,6.269444444444444,7.872222222222223,64.1148
DP-092,92,66.87777777777778,44.98333333333333,27.675,34.138888888888886,79.0,3.995555555555556,13.480555555555556,7.091666666666667,9.63888888888889,139.694
DP-093,93,58.74444444444445,39.11666666666667,15.575,33.794444444444444,93.8,4.271111111111111,16.125,5.047222222222223,4.705555555555555,163.917
DP-094,94,63.18888888888889,39.97222222222222,18.191666666666663,34.55,109.71111111111112,2.111111111111111,12.306111111111113,7.397222222222222,2.2944444444444443,271.799
DP-095,95,71.25555555555556,41.49444444444445,23.325,33.71666666666667,83.22222222222223,3.568888888888889,12.866111111111111,8.725,0.5055555555555556,493.422
DP-096,96,65.9,36.583333333333336,21.241666666666667,31.872222222222224,96.28888888888888,7.4,16.755,6.463888888888889,7.438888888888888,100.975
DP-097,97,65.81111111111112,35.016666666666666,18.175,34.083333333333336,93.84444444444443,8.857777777777777,10.151666666666667,6.486111111111111,0.3166666666666666,64.2193
DP-098,98,73.85555555555555,40.61666666666667,29.558333333333334,38.35,102.37777777777778,6.768888888888888,14.351666666666668,9.452777777777778,5.338888888888889,186.11
DP-099,99,71.58888888888889,39.37222222222222,18.10833333333333,38.75,71.08888888888889,9.204444444444444,10.90611111111111,5.319444444444445,3.261111111111111,32.9319
DP-100,100,72.34444444444445,39.56111111111111,29.391666666666666,39.083333333333336,102.33333333333334,3.177777777777778,12.24388888888889,7.897222222222222,7.35,1139.23
DP-101,101,74.92222222222222,40.172222222222224,26.808333333333334,33.327777777777776,91.44444444444444,3.417777777777778,13.869444444444444,7.969444444444445,5.3277777777777775,1368.98
DP-102,102,66.34444444444445,35.06111111111111,25.241666666666667,36.76111111111111,92.15555555555557,8.813333333333333,11.271666666666668,8.113888888888889,4.072222222222223,65.7311
DP-103,103,69.92222222222222,38.105555555555554,25.975,32.87222222222222,73.93333333333334,8.955555555555556,15.915,8.675,9.183333333333334,37.4164
DP-104,104,62.23333333333333,40.49444444444444,15.558333333333334,37.09444444444444,82.15555555555555,7.6755555555555555,14.219444444444443,7.225,3.138888888888889,40.6414
DP-105,105,61.45555555555556,44.672222222222224,15.991666666666667,30.55,80.6,9.328888888888889,14.172777777777778,5.286111111111111,3.0500000000000007,18.5882
DP-106,106,64.25555555555556,43.46111111111111,27.425,31.116666666666667,96.77777777777776,5.533333333333333,14.989444444444445,7.063888888888889,5.705555555555555,107.67
DP-107,107,72.61111111111111,39.68333333333334,21.741666666666667,39.227777777777774,102.77777777777776,2.395555555555556,10.042777777777776,6.336111111111111,1.338888888888889,1948.94
DP-108,108,58.61111111111112,38.55,17.40833333333333,30.85,99.88888888888889,7.942222222222222,12.321666666666667,7.336111111111111,2.238888888888889,42.8296
DP-109,109,63.74444444444444,36.15,20.875,32.894444444444446,91.66666666666669,5.96,14.157222222222222,5.636111111111111,1.2833333333333332,102.432
DP-110,110,67.38888888888889,38.96111111111111,20.09166666666667,37.638888888888886,99.26666666666668,8.875555555555556,14.740555555555556,5.808333333333334,3.95,69.2291
DP-111,111,72.58888888888889,44.17222222222222,22.541666666666664,34.983333333333334,97.93333333333334,2.911111111111111,10.898333333333332,9.280555555555557,7.75,1436.07
DP-112,112,74.21111111111111,41.52777777777778,16.741666666666667,38.96111111111111,74.37777777777778,8.564444444444444,12.788333333333334,7.058333333333334,2.905555555555556,45.4661
DP-113,113,66.9,41.81666666666666,27.725,34.016666666666666,90.46666666666668,7.0088888888888885,10.206111111111111,5.252777777777778,5.272222222222222,69.254
DP-114,114,65.14444444444445,38.25,20.741666666666667,39.90555555555556,78.86666666666667,7.115555555555556,11.792777777777776,6.436111111111112,5.627777777777778,51.4147
DP-115,115,55.23333333333333,36.827777777777776,28.325,35.861111111111114,85.57777777777778,2.626666666666667,14.476111111111113,8.352777777777778,3.1722222222222216,345.65
DP-116,116,66.0111111111111,39.827777777777776,26.225,34.09444444444444,89.57777777777778,3.2044444444444444,14.188333333333333,6.036111111111111,1.85,1070.03
DP-117,117,72.92222222222222,42.98333333333333,27.35833333333333,39.88333333333333,72.06666666666666,7.826666666666666,13.00611111111111,9.15277777777778,9.716666666666669,44.6046
DP-118,118,63.36666666666667,37.083333333333336,17.65833333333333,39.93888888888889,83.08888888888889,3.1955555555555555,10.182777777777778,5.997222222222222,5.427777777777778,291.652
DP-119,119,58.43333333333333,36.23888888888889,24.008333333333333,30.89444444444445,108.91111111111113,4.608888888888889,13.130555555555556,5.597222222222222,8.783333333333335,207.423
DP-120,120,63.855555555555554,37.11666666666667,19.891666666666666,32.827777777777776,75.44444444444444,8.066666666666666,16.918333333333333,6.152777777777778,8.983333333333333,35.8885
DP-121,121,55.94444444444444,41.50555555555555,23.10833333333333,35.56111111111111,79.44444444444444,4.591111111111111,10.462777777777776,5.019444444444445,6.238888888888889,69.9077
DP-122,122,64.47777777777777,43.85,21.825,39.105555555555554,99.0,2.048888888888889,15.938333333333333,9.675,6.594444444444445,1530.98
DP-123,123,63.3,38.99444444444445,25.425,38.57222222222222,77.22222222222223,8.244444444444444,15.253888888888888,9.747222222222222,4.927777777777777,27.2914
DP-124,124,66.3,41.727777777777774,15.758333333333333,30.48333333333333,105.3111111111111,2.413333333333333,14.83388888888889,9.547222222222222,1.9611111111111112,2406.8
DP-125,125,68.1888888888889,35.294444444444444,23.425,31.827777777777776,87.93333333333334,9.124444444444444,14.079444444444444,6.913888888888889,2.3722222222222222,55.9045
DP-126,126,62.81111111111111,36.73888888888889,21.90833333333333,31.094444444444445,70.06666666666666,5.071111111111112,15.541666666666668,7.936111111111111,0.0277777777777777,67.6468
DP-127,127,64.94444444444444,38.73888888888889,16.208333333333332,38.95,91.08888888888887,9.417777777777776,14.203888888888889,9.119444444444444,7.227777777777778,45.0594
DP-128,128,67.3,42.62777777777778,26.175,37.894444444444446,76.82222222222222,2.6444444444444444,15.852777777777778,6.030555555555555,0.4722222222222222,563.578
DP-129,129,67.56666666666666,38.894444444444446,28.125,39.18333333333334,106.37777777777778,3.311111111111111,16.97277777777778,6.997222222222223,7.205555555555556,1207.79
DP-130,130,63.87777777777778,37.55,19.391666666666666,37.66111111111111,75.35555555555555,6.733333333333333,14.693888888888887,5.330555555555556,5.161111111111111,48.4106
DP-131,131,69.21111111111111,44.70555555555556,27.691666666666663,32.85,86.77777777777777,4.422222222222223,11.536111111111111,8.141666666666667,4.194444444444444,165.283
DP-132,132,61.01111111111111,42.86111111111112,19.675,32.76111111111111,87.88888888888889,9.88,10.175,6.391666666666667,8.53888888888889,22.8241
DP-133,133,68.78888888888889,35.03888888888889,26.508333333333333,35.92777777777778,100.11111111111111,2.031111111111111,14.382777777777775,6.580555555555556,3.305555555555556,3779.85
DP-134,134,72.85555555555555,41.327777777777776,23.575,36.327777777777776,84.28888888888889,3.4355555555555557,16.64611111111111,8.752777777777778,8.805555555555555,533.85
DP-135,135,60.18888888888889,40.48333333333333,17.09166666666667,36.516666666666666,90.91111111111113,5.817777777777778,14.421666666666669,8.530555555555555,1.061111111111111,77.9117
DP-136,136,60.98888888888889,42.19444444444444,23.508333333333333,39.42777777777778,87.57777777777778,5.551111111111111,15.557222222222222,5.541666666666667,4.4944444444444445,56.0871
DP-137,137,69.07777777777778,38.95,18.20833333333333,32.294444444444444,105.04444444444444,6.386666666666667,12.741666666666667,8.891666666666666,2.272222222222222,167.453
DP-138,138,74.05555555555556,40.105555555555554,24.575,38.05,80.11111111111111,2.688888888888889,15.689444444444444,7.786111111111111,5.938888888888889,1245.57
DP-139,139,67.94444444444444,40.083333333333336,17.808333333333334,32.99444444444445,81.8,2.04,13.807222222222222,9.202777777777778,5.483333333333333,1093.89
DP-140,140,69.58888888888889,39.79444444444445,20.958333333333336,30.538888888888888,103.93333333333334,2.28,15.145,5.975,6.03888888888889,794.635
DP-141,141,62.12222222222222,43.12777777777778,27.258333333333333,34.45,85.4,2.875555555555556,14.97388888888889,7.7972222222222225,8.927777777777777,501.838
DP-142,142,58.98888888888889,40.20555555555556,17.358333333333334,39.28333333333333,108.5111111111111,3.088888888888889,14.647222222222222,5.980555555555556,9.261111111111113,620.875
DP-143,143,66.54444444444445,43.57222222222222,21.691666666666663,35.88333333333333,82.68888888888888,6.946666666666667,16.093888888888888,5.363888888888889,1.05,51.1116
DP-144,144,56.9,38.49444444444445,16.041666666666668,38.19444444444444,73.8,7.791111111111111,14.375,9.708333333333332,6.716666666666667,17.7592
DP-145,145,56.766666666666666,39.35,17.875,35.83888888888889,86.15555555555555,9.115555555555556,11.39611111111111,5.436111111111111,2.4833333333333334,23.6853
DP-146,146,58.16666666666666,36.105555555555554,20.808333333333334,32.06111111111111,106.06666666666666,5.177777777777778,13.441666666666666,9.802777777777775,8.383333333333333,143.536
DP-147,147,72.78888888888889,37.65,20.85833333333333,36.28333333333333,74.24444444444444,4.582222222222223,16.490555555555556,5.402777777777778,4.583333333333334,272.658
DP-148,148,66.94444444444444,35.35,17.858333333333334,30.372222222222224,106.55555555555556,5.702222222222222,13.387222222222222,9.730555555555556,2.95,207.376
DP-149,149,70.3,37.46111111111111,23.375,36.61666666666667,89.66666666666667,7.266666666666667,11.217222222222222,5.713888888888889,8.572222222222223,92.7371
DP-150,150,67.32222222222222,38.79444444444445,18.258333333333333,34.605555555555554,90.24444444444444,6.057777777777778,15.199444444444444,6.608333333333333,7.094444444444444,98.4956
DP-151,151,59.855555555555554,36.35,29.275,35.25,100.55555555555556,3.88,15.355,6.252777777777778,6.883333333333334,473.206
DP-152,152,64.34444444444445,44.80555555555556,16.625,30.98333333333333,89.04444444444445,7.968888888888889,11.007222222222222,6.980555555555555,0.3388888888888888,35.5658
DP-153,153,57.87777777777778,38.37222222222222,21.35833333333333,33.55,70.11111111111111,9.22222222222222,10.447222222222225,5.730555555555555,0.6833333333333333,12.3889
DP-154,154,65.94444444444444,39.41666666666666,27.625,37.38333333333333,70.55555555555556,3.4444444444444446,11.753888888888888,9.619444444444444,2.5722222222222224,202.879
DP-155,155,73.23333333333333,42.583333333333336,17.375,36.50555555555555,102.86666666666667,9.24,14.242777777777778,7.780555555555555,5.672222222222223,89.7094
DP-156,156,73.1888888888889,40.52777777777778,19.70833333333333,30.35,109.57777777777778,3.506666666666667,13.247222222222222,5.886111111111111,1.2944444444444445,1054.96
DP-157,157,73.67777777777778,44.26111111111111,23.441666666666663,35.33888888888889,100.02222222222224,6.351111111111111,14.530555555555557,5.819444444444445,1.672222222222222,155.821
DP-158,158,72.72222222222223,43.80555555555556,16.825,32.105555555555554,103.35555555555555,7.8711111111111105,15.393888888888888,5.030555555555556,6.116666666666667,99.7048
DP-159,159,62.74444444444445,37.91666666666666,22.84166666666667,38.85,73.53333333333333,7.035555555555556,11.419444444444444,5.919444444444444,3.9722222222222223,32.7559
DP-160,160,70.07777777777778,44.53888888888889,24.325,37.45,82.11111111111111,7.906666666666666,16.622777777777777,9.68611111111111,1.45,46.5231
DP-161,161,66.56666666666666,36.91666666666666,23.725,30.36111111111111,73.04444444444445,9.764444444444443,12.438333333333333,6.502777777777778,0.8166666666666667,26.6476
DP-162,162,70.96666666666667,38.16111111111111,18.341666666666665,34.59444444444444,94.46666666666668,2.448888888888889,11.248333333333331,5.691666666666666,7.038888888888889,1360.19
DP-163,163,63.72222222222222,42.87222222222222,20.758333333333333,32.083333333333336,94.64444444444445,4.0488888888888885,14.725,9.247222222222222,2.561111111111111,169.366
DP-164,164,68.83333333333333,35.26111111111111,26.10833333333333,32.638888888888886,104.77777777777776,8.795555555555556,14.748333333333331,6.897222222222222,4.172222222222223,101.143
DP-165,165,67.67777777777778,43.92777777777778,27.40833333333333,39.57222222222222,102.73333333333332,3.862222222222222,14.561666666666667,6.525,3.505555555555555,359.294
DP-166,166,61.25555555555556,36.99444444444445,21.441666666666663,33.26111111111111,98.82222222222222,8.804444444444444,12.391666666666666,6.669444444444444,3.772222222222222,41.9802
DP-167,167,59.03333333333333,35.21666666666667,28.175,32.83888888888889,106.77777777777776,6.511111111111111,12.376111111111111,9.541666666666668,1.727777777777778,85.75
DP-168,168,69.43333333333334,36.76111111111111,24.775,34.516666666666666,87.26666666666667,8.92,11.411666666666669,5.630555555555556,9.394444444444444,60.8239
DP-169,169,66.07777777777778,42.43888888888889,29.441666666666663,32.327777777777776,81.17777777777778,9.506666666666668,14.538333333333334,9.16388888888889,0.4277777777777777,29.0023
DP-170,170,64.32222222222222,39.92777777777778,23.525,35.327777777777776,83.71111111111111,7.808888888888889,13.573888888888888,8.063888888888888,4.9944444444444445,43.1459
DP-171,171,70.83333333333334,41.98333333333333,28.058333333333334,34.21666666666667,107.26666666666668,2.2088888888888887,15.549444444444443,5.741666666666666,1.5388888888888888,2518.47
DP-172,172,66.41111111111111,44.40555555555555,21.891666666666666,36.18333333333334,108.24444444444444,3.6222222222222222,10.540555555555557,6.497222222222222,7.116666666666667,1091.51
DP-173,173,62.01111111111111,36.30555555555556,28.525,33.88333333333333,70.5111111111111,8.973333333333333,16.451666666666668,7.697222222222222,5.105555555555555,20.2117
